PassengerId,Survived,Pclass,Age,SibSp,Parch,Fare,Gender,embarked,cabin_count,first_cabin_number,cabin_letters_encoded,ticket_numbers,ticket_letters_length,ticket_punctuation_length,title_encoded,surname_length,forenames_length,ticket_numbers_enc
246,0,1,44.0,2,0,90.0,1,2,1,78.0,2,19928.0,0,0,0,7,15,0.49683929375546076
247,0,3,25.0,0,0,7.775,0,3,1,-1.0,8,347071.0,0,0,2,7,23,0.37383777391428363
248,1,2,24.0,0,2,14.5,0,3,1,-1.0,8,250649.0,0,0,4,10,15,0.49116404217502724
249,1,1,37.0,1,1,52.5542,1,3,1,35.0,3,11751.0,0,0,3,8,16,0.49683929375546076
250,0,2,54.0,1,0,26.0,1,3,1,-1.0,8,244252.0,0,0,5,6,17,0.30549463007036365
251,0,3,32.368090452261306,0,0,7.25,1,3,1,-1.0,8,362316.0,0,0,3,4,13,0.37587750916716905
252,0,3,29.0,1,1,10.4625,0,3,1,6.0,6,347054.0,0,0,4,5,31,0.309320806634981
253,0,1,62.0,0,0,26.55,1,3,1,87.0,2,113514.0,0,0,3,5,15,0.37587750916716905
254,0,3,30.0,1,0,16.1,1,3,1,-1.0,8,3336.0,1,2,3,4,15,0.3789559599553131
255,0,3,41.0,0,2,20.2125,0,3,1,-1.0,8,370129.0,0,0,4,7,27,0.3021089571697742
256,1,3,29.0,0,2,15.2458,0,0,1,-1.0,8,2650.0,0,0,4,5,28,0.37383777391428363
257,1,1,35.898148148148145,0,0,79.2,0,0,1,-1.0,8,17585.0,2,0,4,6,18,0.37587750916716905
258,1,1,30.0,0,0,86.5,0,3,1,77.0,1,110152.0,0,0,2,6,7,0.5012020410978787
259,1,1,35.0,0,0,512.3292,0,0,1,-1.0,8,17755.0,2,0,2,4,5,0.5012020410978787
260,1,2,50.0,0,1,26.0,0,3,1,-1.0,8,230433.0,0,0,4,7,14,0.49683929375546076
261,0,3,32.368090452261306,0,0,7.75,1,2,1,-1.0,8,384461.0,0,0,3,5,7,0.37587750916716905
262,1,3,3.0,4,2,31.3875,1,3,1,-1.0,8,347077.0,0,0,1,7,17,0.577052401483113
263,0,1,52.0,1,1,79.65,1,3,1,67.0,4,110413.0,0,0,3,7,5,0.4929488793820303
264,0,1,40.0,0,0,0.0,1,3,1,94.0,1,112059.0,0,0,3,8,8,0.3789559599553131
265,0,3,21.773972602739725,0,0,7.75,0,2,1,-1.0,8,382649.0,0,0,2,5,6,0.37383777391428363
266,0,2,36.0,0,0,10.5,1,3,1,-1.0,8,17248.0,2,1,3,6,6,0.37587750916716905
267,0,3,16.0,4,1,39.6875,1,3,1,-1.0,8,3101295.0,0,0,3,6,14,0.20780201948835308
268,1,3,25.0,1,0,7.775,1,3,1,-1.0,8,347083.0,0,0,3,7,12,0.36930577340629606
269,1,1,58.0,0,1,153.4625,0,3,1,125.0,2,17582.0,2,0,4,6,33,0.3021089571697742
270,1,1,35.0,0,0,135.6333,0,3,1,99.0,2,17760.0,2,0,2,8,7,0.4145991641939591
271,0,1,32.368090452261306,0,0,31.0,1,3,1,-1.0,8,113798.0,0,0,3,6,10,0.3789559599553131
272,1,3,25.0,0,0,0.0,1,3,1,-1.0,8,0.0,4,0,3,9,14,0.2644628047079984
273,1,2,41.0,0,1,19.5,0,3,1,-1.0,8,250644.0,0,0,4,9,26,0.4929488793820303
274,0,1,37.0,0,1,29.7,1,0,1,118.0,2,17596.0,2,0,3,6,10,0.36930577340629606
275,1,3,21.773972602739725,0,0,7.75,0,2,1,-1.0,8,370375.0,0,0,2,5,14,0.36721663062041743
276,1,1,63.0,1,0,77.9583,0,3,1,7.0,3,13502.0,0,0,2,7,19,0.49857890855324105
277,0,3,45.0,0,0,7.75,0,3,1,-1.0,8,347073.0,0,0,2,8,18,0.3789559599553131
278,0,2,32.368090452261306,0,0,0.0,1,3,1,-1.0,8,239853.0,0,0,3,6,16,0.36930577340629606
279,0,3,7.0,4,1,29.125,1,2,1,-1.0,8,382652.0,0,0,1,4,5,0.22701706303028718
280,1,3,35.0,1,1,20.25,0,3,1,-1.0,8,2673.0,2,1,4,6,20,0.30054283719503305
281,0,3,65.0,0,0,7.75,1,2,1,-1.0,8,336439.0,0,0,3,5,6,0.3789559599553131
282,0,3,28.0,0,0,7.8542,1,3,1,-1.0,8,347464.0,0,0,3,6,21,0.37587750916716905
283,0,3,16.0,0,0,9.5,1,3,1,-1.0,8,345778.0,0,0,3,13,7,0.36930577340629606
284,1,3,19.0,0,0,8.05,1,3,1,-1.0,8,10482.0,1,2,3,7,14,0.37383777391428363
285,0,1,32.368090452261306,0,0,26.0,1,3,1,19.0,0,113056.0,0,0,3,5,16,0.36721663062041743
286,0,3,33.0,0,0,8.6625,1,0,1,-1.0,8,349239.0,0,0,3,9,5,0.3789559599553131
287,1,3,30.0,0,0,9.5,1,3,1,-1.0,8,345774.0,0,0,3,9,9,0.36721663062041743
288,0,3,22.0,0,0,7.8958,1,3,1,-1.0,8,349206.0,0,0,3,9,6,0.37383777391428363
289,1,2,42.0,0,0,13.0,1,3,1,-1.0,8,237798.0,0,0,3,6,9,0.37383777391428363
290,1,3,22.0,0,0,7.75,0,2,1,-1.0,8,370373.0,0,0,2,8,5,0.37587750916716905
291,1,1,26.0,0,0,78.85,0,3,1,-1.0,8,19877.0,0,0,2,6,15,0.37383777391428363
292,1,1,19.0,1,0,91.0792,0,0,1,49.0,1,11967.0,0,0,4,6,27,0.49116404217502724
293,0,2,36.0,0,0,12.875,1,0,1,-1.0,3,2163.0,7,1,3,4,13,0.36721663062041743
294,0,3,24.0,0,0,8.85,0,3,1,-1.0,8,349236.0,0,0,2,4,8,0.37587750916716905
295,0,3,24.0,0,0,7.8958,1,3,1,-1.0,8,349233.0,0,0,3,6,5,0.37383777391428363
296,0,1,32.368090452261306,0,0,27.7208,1,0,1,-1.0,8,17612.0,2,0,3,4,8,0.37587750916716905
297,0,3,23.5,0,0,7.2292,1,0,1,-1.0,8,2693.0,0,0,3,5,8,0.3789559599553131
298,0,1,2.0,1,2,151.55,0,3,2,22.0,2,113781.0,0,0,2,7,14,0.4989815061573018
299,1,1,32.368090452261306,0,0,30.5,1,3,1,106.0,2,19988.0,0,0,3,8,8,0.37587750916716905
300,1,1,50.0,0,1,247.5208,0,0,2,58.0,1,17558.0,2,0,4,6,35,0.30054283719503305
301,1,3,21.773972602739725,0,0,7.75,0,2,1,-1.0,8,9234.0,0,0,2,5,28,0.36721663062041743
302,1,3,32.368090452261306,2,0,23.25,1,2,1,-1.0,8,367226.0,0,0,3,5,8,0.4929488793820303
303,0,3,19.0,0,0,0.0,1,3,1,-1.0,8,0.0,4,0,3,7,19,0.2644628047079984
304,1,2,21.773972602739725,0,0,12.35,0,2,1,101.0,4,226593.0,0,0,2,5,7,0.3789559599553131
305,0,3,32.368090452261306,0,0,8.05,1,3,1,-1.0,8,2466.0,1,1,3,8,20,0.36721663062041743
306,1,1,0.92,1,2,151.55,1,3,2,22.0,2,113781.0,0,0,1,7,14,0.35336628727998476
307,1,1,21.773972602739725,0,0,110.8833,0,0,1,-1.0,8,17421.0,0,0,2,7,9,0.4114295629464647
308,1,1,17.0,1,0,108.9,0,0,1,65.0,2,17758.0,2,0,4,20,56,0.3021089571697742
309,0,2,30.0,1,0,24.0,1,0,1,-1.0,8,3381.0,3,1,3,7,7,0.49116404217502724
310,1,1,30.0,0,0,56.9292,0,0,1,36.0,4,17485.0,2,0,2,11,12,0.49857890855324105
311,1,1,24.0,0,0,83.1583,0,0,1,54.0,2,11767.0,0,0,2,4,19,0.5012020410978787
312,1,1,18.0,2,2,262.375,0,0,4,57.0,1,17608.0,2,0,2,7,12,0.49857890855324105
313,0,2,26.0,1,1,26.0,0,3,1,-1.0,8,250651.0,0,0,4,8,23,0.36721663062041743
314,0,3,28.0,0,0,7.8958,1,3,1,-1.0,8,349243.0,0,0,3,10,7,0.36930577340629606
315,0,2,43.0,1,1,26.25,1,3,1,-1.0,8,13529.0,3,1,3,4,9,0.58022809814714
316,1,3,26.0,0,0,7.8542,0,3,1,-1.0,8,347470.0,0,0,2,7,17,0.36930577340629606
317,1,2,24.0,1,0,26.0,0,3,1,-1.0,8,244367.0,0,0,4,6,23,0.30549463007036365
318,0,2,54.0,0,0,14.0,1,3,1,-1.0,8,29011.0,0,0,0,8,7,0.3789559599553131
319,1,1,31.0,0,2,164.8667,0,3,1,7.0,2,36928.0,0,0,2,4,13,0.37383777391428363
320,1,1,40.0,1,1,134.5,0,0,1,34.0,4,16966.0,0,0,4,7,43,0.49683929375546076
321,0,3,22.0,0,0,7.25,1,3,1,-1.0,8,21172.0,1,1,3,6,7,0.36721663062041743
322,0,3,27.0,0,0,7.8958,1,3,1,-1.0,8,349219.0,0,0,3,6,5,0.36930577340629606
323,1,2,30.0,0,0,12.35,0,2,1,-1.0,8,234818.0,0,0,2,7,11,0.36721663062041743
324,1,2,22.0,1,1,29.0,0,3,1,-1.0,8,248738.0,0,0,4,8,37,0.49116404217502724
325,0,3,32.368090452261306,8,2,69.55,1,3,1,-1.0,8,2343.0,2,1,3,4,15,0.20412756747793578
326,1,1,36.0,0,0,135.6333,0,0,1,32.0,2,17760.0,2,0,2,5,12,0.49116404217502724
327,0,3,61.0,0,0,6.2375,1,3,1,-1.0,8,345364.0,0,0,3,7,13,0.37587750916716905
328,1,2,36.0,0,0,13.0,0,3,1,-1.0,3,28551.0,0,0,4,4,13,0.37383777391428363
329,1,3,31.0,1,1,20.525,0,3,1,-1.0,8,363291.0,0,0,4,9,31,0.40996556532570155
330,1,1,16.0,0,1,57.9792,0,0,1,18.0,1,111361.0,0,0,2,7,14,0.49857890855324105
331,1,3,21.773972602739725,2,0,23.25,0,2,1,-1.0,8,367226.0,0,0,2,5,6,0.5012020410978787
332,0,1,45.5,0,0,28.5,1,3,1,124.0,2,113043.0,0,0,3,7,7,0.37587750916716905
333,0,1,38.0,0,1,153.4625,1,3,1,91.0,2,17582.0,2,0,3,6,14,0.5838040936544717
334,0,3,16.0,2,0,18.0,1,3,1,-1.0,8,345764.0,0,0,3,13,13,0.3021089571697742
335,1,1,35.898148148148145,1,0,133.65,0,3,1,-1.0,8,17611.0,2,0,4,10,34,0.49683929375546076
336,0,3,32.368090452261306,0,0,7.8958,1,3,1,-1.0,8,349225.0,0,0,3,7,6,0.3789559599553131
337,0,1,29.0,1,0,66.6,1,3,1,2.0,2,113776.0,0,0,3,5,15,0.49116404217502724
338,1,1,41.0,0,0,134.5,0,0,1,40.0,4,16966.0,0,0,2,5,19,0.4929488793820303
339,1,3,45.0,0,0,8.05,1,3,1,-1.0,8,7598.0,0,0,3,4,12,0.36930577340629606
340,0,1,45.0,0,0,35.5,1,3,1,-1.0,7,113784.0,0,0,3,9,14,0.37587750916716905
341,1,2,2.0,1,1,26.0,1,3,1,2.0,5,230080.0,0,0,1,8,13,0.30054283719503305
342,1,1,24.0,3,2,263.0,0,3,3,23.0,2,19950.0,0,0,2,7,16,0.35840626440758516
343,0,2,28.0,0,0,13.0,1,3,1,-1.0,8,248740.0,0,0,3,9,12,0.36930577340629606
344,0,2,25.0,0,0,13.0,1,3,1,-1.0,8,244361.0,0,0,3,8,29,0.36721663062041743
345,0,2,36.0,0,0,13.0,1,3,1,-1.0,8,229236.0,0,0,3,3,15,0.37383777391428363
346,1,2,24.0,0,0,13.0,0,3,1,33.0,5,248733.0,0,0,2,5,17,0.36721663062041743
347,1,2,40.0,0,0,13.0,0,3,1,-1.0,8,31418.0,0,0,2,5,13,0.3789559599553131
348,1,3,35.898148148148145,1,0,16.1,0,3,1,-1.0,8,386525.0,0,0,4,7,28,0.37587750916716905
349,1,3,3.0,1,1,15.9,1,3,1,-1.0,8,37671.0,2,1,1,6,23,0.49683929375546076
350,0,3,42.0,0,0,8.6625,1,3,1,-1.0,8,315088.0,0,0,3,5,6,0.3789559599553131
351,0,3,23.0,0,0,9.225,1,3,1,-1.0,8,7267.0,0,0,3,5,12,0.36930577340629606
352,0,1,32.368090452261306,0,0,35.0,1,3,1,128.0,2,113510.0,0,0,3,16,17,0.37587750916716905
353,0,3,15.0,1,1,7.2292,1,0,1,-1.0,8,2695.0,0,0,3,5,8,0.37587750916716905
354,0,3,25.0,1,0,17.8,1,3,1,-1.0,8,349237.0,0,0,3,14,6,0.30549463007036365
355,0,3,32.368090452261306,0,0,7.225,1,0,1,-1.0,8,2647.0,0,0,3,6,6,0.36930577340629606
356,0,3,28.0,0,0,9.5,1,3,1,-1.0,8,345783.0,0,0,3,12,10,0.37383777391428363
357,1,1,22.0,0,1,55.0,0,3,1,33.0,4,113505.0,0,0,2,8,12,0.36930577340629606
358,0,2,38.0,0,0,13.0,0,3,1,-1.0,8,237671.0,0,0,2,4,14,0.36721663062041743
359,1,3,21.773972602739725,0,0,7.8792,0,2,1,-1.0,8,330931.0,0,0,2,8,5,0.37587750916716905
360,1,3,21.773972602739725,0,0,7.8792,0,2,1,-1.0,8,330980.0,0,0,2,7,19,0.36721663062041743
361,0,3,40.0,1,4,27.9,1,3,1,-1.0,8,347088.0,0,0,3,5,8,0.1885930742868897
362,0,2,29.0,1,0,27.7208,1,0,1,-1.0,8,2167.0,7,1,3,9,11,0.37587750916716905
363,0,3,45.0,0,1,14.4542,0,0,1,-1.0,8,2691.0,0,0,4,7,18,0.37383777391428363
364,0,3,35.0,0,0,7.05,1,3,1,-1.0,8,3101310.0,7,2,3,4,6,0.36930577340629606
365,0,3,32.368090452261306,1,0,15.5,1,2,1,-1.0,8,370365.0,0,0,3,7,7,0.5012020410978787
366,0,3,30.0,0,0,7.25,1,3,1,-1.0,8,7076.0,1,0,3,5,20,0.37383777391428363
367,1,1,60.0,1,0,75.25,0,0,1,37.0,3,110813.0,0,0,4,6,36,0.37383777391428363
368,1,3,35.898148148148145,0,0,7.2292,0,0,1,-1.0,8,2626.0,0,0,4,6,18,0.3789559599553131
369,1,3,21.773972602739725,0,0,7.75,0,2,1,-1.0,8,14313.0,0,0,2,6,6,0.37383777391428363
370,1,1,24.0,0,0,69.3,0,0,1,35.0,1,17477.0,2,0,7,6,17,0.49857890855324105
371,1,1,25.0,1,0,55.4417,1,0,1,50.0,4,11765.0,0,0,3,6,16,0.37383777391428363
372,0,3,18.0,1,0,6.4958,1,3,1,-1.0,8,3101267.0,0,0,3,7,13,0.37383777391428363
373,0,3,19.0,0,0,8.05,1,3,1,-1.0,8,323951.0,0,0,3,6,15,0.36930577340629606
374,0,1,22.0,0,0,135.6333,1,0,1,-1.0,8,17760.0,2,0,3,8,6,0.49116404217502724
375,0,3,3.0,3,1,21.075,0,3,1,-1.0,8,349909.0,0,0,2,7,12,0.2644628047079984
376,1,1,35.898148148148145,1,0,82.1708,0,0,1,-1.0,8,17604.0,2,0,4,5,26,0.3021089571697742
377,1,3,22.0,0,0,7.25,0,3,1,-1.0,8,7077.0,1,0,2,10,14,0.37587750916716905
378,0,1,27.0,0,2,211.5,1,0,1,82.0,2,113503.0,0,0,3,7,13,0.36930577340629606
379,0,3,20.0,0,0,4.0125,1,0,1,-1.0,8,2648.0,0,0,3,6,8,0.37587750916716905
380,0,3,19.0,0,0,7.775,1,3,1,-1.0,8,347069.0,0,0,3,10,12,0.37587750916716905
381,1,1,42.0,0,0,227.525,0,0,1,-1.0,8,17757.0,2,0,2,6,8,0.41816483329994775
382,1,3,1.0,0,2,15.7417,0,0,1,-1.0,8,2653.0,0,0,2,5,15,0.4929488793820303
383,0,3,32.0,0,0,7.925,1,3,1,-1.0,8,3101293.0,5,2,3,8,5,0.36721663062041743
384,1,1,35.0,1,0,52.0,0,3,1,-1.0,8,113789.0,0,0,4,9,36,0.30054283719503305
385,0,3,32.368090452261306,0,0,7.8958,1,3,1,-1.0,8,349227.0,0,0,3,11,6,0.37587750916716905
386,0,2,18.0,0,0,73.5,1,3,1,-1.0,8,14879.0,3,1,3,6,14,0.2280470701933889
387,0,3,1.0,5,2,46.9,1,3,1,-1.0,8,2144.0,2,0,1,7,15,0.20412756747793578
388,1,2,36.0,0,0,13.0,0,3,1,-1.0,8,27849.0,0,0,2,4,5,0.3789559599553131
389,0,3,32.368090452261306,0,0,7.7292,1,2,1,-1.0,8,367655.0,0,0,3,7,8,0.37383777391428363
390,1,2,17.0,0,0,12.0,0,0,1,-1.0,8,1748.0,2,0,2,7,7,0.36930577340629606
391,1,1,36.0,1,2,120.0,1,3,2,96.0,1,113760.0,0,0,3,6,15,0.6396561381562358
392,1,3,21.0,0,0,7.7958,1,3,1,-1.0,8,350034.0,0,0,3,7,10,0.36930577340629606
393,0,3,28.0,2,0,7.925,1,3,1,-1.0,8,3101277.0,0,0,3,10,13,0.36930577340629606
394,1,1,23.0,1,0,113.275,0,0,1,36.0,3,35273.0,0,0,2,6,9,0.41816483329994775
395,1,3,24.0,0,2,16.7,0,3,1,6.0,6,9549.0,2,0,4,9,36,0.5012020410978787
396,0,3,22.0,0,0,7.7958,1,3,1,-1.0,8,350052.0,0,0,3,9,5,0.36930577340629606
397,0,3,31.0,0,0,7.8542,0,3,1,-1.0,8,350407.0,0,0,2,6,6,0.3789559599553131
398,0,2,46.0,0,0,26.0,1,3,1,-1.0,8,28403.0,0,0,3,6,12,0.3070194881433478
399,0,2,23.0,0,0,10.5,1,3,1,-1.0,8,244278.0,0,0,0,4,7,0.37587750916716905
400,1,2,28.0,0,0,12.65,0,3,1,-1.0,8,240929.0,0,0,4,5,21,0.37587750916716905
401,1,3,39.0,0,0,7.925,1,3,1,-1.0,8,3101289.0,5,2,3,8,5,0.36930577340629606
402,0,3,26.0,0,0,8.05,1,3,1,-1.0,8,341826.0,0,0,3,5,5,0.36930577340629606
403,0,3,21.0,1,0,9.825,0,3,1,-1.0,8,4137.0,0,0,2,7,10,0.37383777391428363
404,0,3,28.0,1,0,15.85,1,3,1,-1.0,8,3101279.0,5,2,3,11,14,0.4929488793820303
405,0,3,20.0,0,0,8.6625,0,3,1,-1.0,8,315096.0,0,0,2,9,7,0.37383777391428363
406,0,2,34.0,1,0,21.0,1,3,1,-1.0,8,28664.0,0,0,3,4,9,0.36721663062041743
407,0,3,51.0,0,0,7.75,1,3,1,-1.0,8,347064.0,0,0,3,8,19,0.37587750916716905
408,1,2,3.0,1,1,18.75,1,3,1,-1.0,8,29106.0,0,0,1,8,13,0.5816608992779727
409,0,3,21.0,0,0,7.775,1,3,1,-1.0,8,312992.0,0,0,3,9,19,0.37383777391428363
410,0,3,21.773972602739725,3,1,25.4667,0,3,1,-1.0,8,4133.0,0,0,2,7,4,0.23130075681752885
411,0,3,32.368090452261306,0,0,7.8958,1,3,1,-1.0,8,349222.0,0,0,3,7,6,0.37587750916716905
412,0,3,32.368090452261306,0,0,6.8583,1,2,1,-1.0,8,394140.0,0,0,3,4,6,0.37587750916716905
413,1,1,33.0,1,0,90.0,0,2,1,78.0,2,19928.0,0,0,2,7,8,0.3070194881433478
414,0,2,32.368090452261306,0,0,0.0,1,3,1,-1.0,8,239853.0,0,0,3,10,15,0.36930577340629606
415,1,3,44.0,0,0,7.925,1,3,1,-1.0,8,3101269.0,5,2,3,7,13,0.37383777391428363
416,0,3,35.898148148148145,0,0,8.05,0,3,1,-1.0,8,343095.0,0,0,4,4,29,0.36930577340629606
417,1,2,34.0,1,1,32.5,0,3,1,-1.0,8,28220.0,0,0,4,4,37,0.36721663062041743
418,1,2,18.0,0,2,13.0,0,3,1,-1.0,8,250652.0,0,0,2,6,16,0.37587750916716905
419,0,2,30.0,0,0,13.0,1,3,1,-1.0,8,28228.0,0,0,3,8,13,0.3789559599553131
420,0,3,10.0,0,2,24.15,0,3,1,-1.0,8,345773.0,0,0,2,8,10,0.25747667964310866
421,0,3,32.368090452261306,0,0,7.8958,1,0,1,-1.0,8,349254.0,0,0,3,10,7,0.37383777391428363
422,0,3,21.0,0,0,7.7333,1,2,1,-1.0,8,13032.0,1,2,3,8,6,0.36930577340629606
423,0,3,29.0,0,0,7.875,1,3,1,-1.0,8,315082.0,0,0,3,9,4,0.36721663062041743
424,0,3,28.0,1,1,14.4,0,3,1,-1.0,8,347080.0,0,0,4,6,42,0.3070194881433478
425,0,3,18.0,1,1,20.2125,1,3,1,-1.0,8,370129.0,0,0,3,7,15,0.30054283719503305
426,0,3,32.368090452261306,0,0,7.25,1,3,1,-1.0,8,34244.0,1,2,3,7,10,0.37383777391428363
427,1,2,28.0,1,0,26.0,0,3,1,-1.0,8,2003.0,0,0,4,6,31,0.36721663062041743
428,1,2,19.0,0,0,26.0,0,3,1,-1.0,8,250655.0,0,0,2,8,52,0.309320806634981
429,0,3,32.368090452261306,0,0,7.75,1,2,1,-1.0,8,364851.0,0,0,3,5,6,0.37587750916716905
430,1,3,32.0,0,0,8.05,1,3,1,10.0,4,392078.0,7,2,3,7,22,0.37383777391428363
431,1,1,28.0,0,0,26.55,1,3,1,52.0,2,110564.0,0,0,3,22,14,0.37587750916716905
432,1,3,35.898148148148145,1,0,16.1,0,3,1,-1.0,8,376564.0,0,0,4,12,31,0.309320806634981
433,1,2,42.0,1,0,26.0,0,3,1,-1.0,8,3085.0,4,1,4,5,40,0.37587750916716905
434,0,3,17.0,0,0,7.125,1,3,1,-1.0,8,3101274.0,5,2,3,6,15,0.36721663062041743
435,0,1,50.0,1,0,55.9,1,3,1,44.0,4,13507.0,0,0,3,6,14,0.5012020410978787
436,1,1,14.0,1,2,120.0,0,3,2,96.0,1,113760.0,0,0,2,6,12,0.5838040936544717
437,0,3,21.0,2,2,34.375,0,3,1,-1.0,8,6608.0,2,2,2,4,25,0.2644628047079984
438,1,2,24.0,2,3,18.75,0,3,1,-1.0,8,29106.0,0,0,4,8,23,0.58022809814714
439,0,1,64.0,1,4,263.0,1,3,3,23.0,2,19950.0,0,0,3,7,5,0.49774956184196506
440,0,2,31.0,0,0,10.5,1,3,1,-1.0,8,18723.0,2,1,3,8,25,0.36721663062041743
441,1,2,45.0,1,1,26.25,0,3,1,-1.0,8,13529.0,3,1,4,4,33,0.40996556532570155
442,0,3,20.0,0,0,9.5,1,3,1,-1.0,8,345769.0,0,0,3,5,5,0.37383777391428363
443,0,3,25.0,1,0,7.775,1,3,1,-1.0,8,347076.0,0,0,3,9,11,0.36721663062041743
444,1,2,28.0,0,0,13.0,0,3,1,-1.0,8,230434.0,0,0,7,8,12,0.37587750916716905
445,1,3,32.368090452261306,0,0,8.1125,1,3,1,-1.0,8,65306.0,0,0,3,22,6,0.37587750916716905
446,1,1,4.0,0,2,81.8583,1,3,1,34.0,0,33638.0,0,0,1,5,11,0.37587750916716905
447,1,2,13.0,0,1,19.5,0,3,1,-1.0,8,250644.0,0,0,2,9,17,0.49857890855324105
448,1,1,34.0,0,0,26.55,1,3,1,-1.0,8,113794.0,0,0,3,6,16,0.36721663062041743
449,1,3,5.0,2,1,19.2583,0,0,1,-1.0,8,2666.0,0,0,2,7,16,0.58022809814714
450,1,1,52.0,0,0,30.5,1,3,1,104.0,2,113786.0,0,0,8,7,15,0.3789559599553131
451,0,2,36.0,1,2,27.75,1,3,1,-1.0,8,34651.0,2,1,3,4,12,0.5838040936544717
452,0,3,32.368090452261306,1,0,19.9667,1,3,1,-1.0,8,65303.0,0,0,3,7,19,0.37587750916716905
453,0,1,30.0,0,0,27.75,1,0,1,111.0,2,113051.0,0,0,3,7,19,0.36721663062041743
454,1,1,49.0,1,0,89.1042,1,0,1,92.0,2,17453.0,0,0,3,10,9,0.49683929375546076
455,0,3,32.368090452261306,0,0,8.05,1,3,1,-1.0,8,2817.0,1,1,3,7,7,0.36721663062041743
456,1,3,29.0,0,0,7.8958,1,0,1,-1.0,8,349240.0,0,0,3,8,5,0.37587750916716905
457,0,1,65.0,0,0,26.55,1,3,1,38.0,4,13509.0,0,0,3,6,14,0.36930577340629606
458,1,1,35.898148148148145,1,0,51.8625,0,3,1,21.0,3,17464.0,0,0,4,6,21,0.37587750916716905
459,1,2,50.0,0,0,10.5,0,3,1,-1.0,8,13531.0,3,1,2,6,6,0.36930577340629606
460,0,3,32.368090452261306,0,0,7.75,1,2,1,-1.0,8,371060.0,0,0,3,8,8,0.37383777391428363
461,1,1,48.0,0,0,26.55,1,3,1,12.0,4,19952.0,0,0,3,8,6,0.3789559599553131
462,0,3,34.0,0,0,8.05,1,3,1,-1.0,8,364506.0,0,0,3,6,8,0.3789559599553131
463,0,1,47.0,0,0,38.5,1,3,1,63.0,4,111320.0,0,0,3,3,9,0.3789559599553131
464,0,2,48.0,0,0,13.0,1,3,1,-1.0,8,234360.0,0,0,3,7,16,0.3789559599553131
465,0,3,32.368090452261306,0,0,8.05,1,3,1,-1.0,8,2816.0,2,1,3,7,6,0.36930577340629606
466,0,3,38.0,0,0,7.05,1,3,1,-1.0,8,3101306.0,7,2,3,9,17,0.37587750916716905
467,0,2,32.368090452261306,0,0,0.0,1,3,1,-1.0,8,239853.0,0,0,3,8,8,0.36930577340629606
468,0,1,56.0,0,0,26.55,1,3,1,-1.0,8,113792.0,0,0,3,5,16,0.36721663062041743
469,0,3,32.368090452261306,0,0,7.725,1,2,1,-1.0,8,36209.0,0,0,3,7,6,0.37383777391428363
470,1,3,0.75,2,1,19.2583,0,0,1,-1.0,8,2666.0,0,0,2,7,15,0.6396561381562358
471,0,3,32.368090452261306,0,0,7.25,1,3,1,-1.0,8,323592.0,0,0,3,5,7,0.36721663062041743
472,0,3,38.0,0,0,8.6625,1,3,1,-1.0,8,315089.0,0,0,3,5,5,0.37587750916716905
473,1,2,33.0,1,2,27.75,0,3,1,-1.0,8,34651.0,2,1,4,4,29,0.4114295629464647
474,1,2,23.0,0,0,13.7917,0,0,1,-1.0,3,541.0,9,1,4,6,32,0.37383777391428363
475,0,3,22.0,0,0,9.8375,0,3,1,-1.0,8,7553.0,0,0,2,10,10,0.37383777391428363
476,0,1,32.368090452261306,0,0,52.0,1,3,1,14.0,0,110465.0,0,0,3,8,14,0.3070194881433478
477,0,2,34.0,1,0,21.0,1,3,1,-1.0,8,31027.0,0,0,3,6,12,0.49116404217502724
478,0,3,29.0,1,0,7.0458,1,3,1,-1.0,8,3460.0,0,0,3,6,14,0.37587750916716905
479,0,3,22.0,0,0,7.5208,1,3,1,-1.0,8,350060.0,0,0,3,8,12,0.3789559599553131
480,1,3,2.0,0,1,12.2875,0,3,1,-1.0,8,3101298.0,0,0,2,8,9,0.37383777391428363
481,0,3,9.0,5,2,46.9,1,3,1,-1.0,8,2144.0,2,0,1,7,14,0.1869395075131617
482,0,2,32.368090452261306,0,0,0.0,1,3,1,-1.0,8,239854.0,0,0,3,5,22,0.36930577340629606
483,0,3,50.0,0,0,8.05,1,3,1,-1.0,8,3594.0,1,1,3,5,14,0.37383777391428363
484,1,3,63.0,0,0,9.5875,0,3,1,-1.0,8,4134.0,0,0,4,7,9,0.36930577340629606
485,1,1,25.0,1,0,91.0792,1,0,1,49.0,1,11967.0,0,0,3,6,12,0.4929488793820303
486,0,3,21.773972602739725,3,1,25.4667,0,3,1,-1.0,8,4133.0,0,0,2,7,8,0.2280470701933889
487,1,1,35.0,1,0,90.0,0,3,1,93.0,2,19943.0,0,0,4,4,37,0.49857890855324105
488,0,1,58.0,0,0,29.7,1,0,1,37.0,1,11771.0,0,0,3,4,14,0.37587750916716905
489,0,3,30.0,0,0,8.05,1,3,1,-1.0,8,18509.0,1,1,3,8,16,0.37383777391428363
490,1,3,9.0,1,1,15.9,1,3,1,-1.0,8,37671.0,2,1,1,6,22,0.49116404217502724
491,0,3,32.368090452261306,1,0,19.9667,1,3,1,-1.0,8,65304.0,0,0,3,7,24,0.3789559599553131
492,0,3,21.0,0,0,7.25,1,3,1,-1.0,8,3101317.0,7,1,3,8,6,0.37587750916716905
493,0,1,55.0,0,0,30.5,1,3,1,30.0,2,113787.0,0,0,3,6,15,0.3789559599553131
